"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","log.offset","log_type","log_type.keyword",message,"message.keyword",stream,"stream.keyword",tags,"tags.keyword"
"Oct 23, 2022 @ 08:44:50.694",1,1,ItGEBYQBimM9HJ8cvIvM,"smtp-2022.10.23","-","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: A97C041F4A: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: A97C041F4A: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","129,302","SMTP_LOG","SMTP_LOG","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: A97C041F4A: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: A97C041F4A: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:44:50.693",1,1,JdGEBYQBimM9HJ8cvIvO,"smtp-2022.10.23","-","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","129,063","SMTP_LOG","SMTP_LOG","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address xianfu@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:44:50.625",1,1,I9GEBYQBimM9HJ8cvIvN,"smtp-2022.10.23","-","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","128,845","SMTP_LOG","SMTP_LOG","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 15:44:50 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:44:06.918",1,1,8NGEBYQBimM9HJ8cDIrt,"smtp-2022.10.23","-","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: removed","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: removed","128,707","SMTP_LOG","SMTP_LOG","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: removed","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: removed",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:44:06.917",1,1,79GEBYQBimM9HJ8cDIrt,"smtp-2022.10.23","-","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/lmtp[618]: 864E641EF3: to=<danieltay@pmcmail.org>, relay=dovecot[fd4d:6169:6c63:6f77::4]:24, delay=15, delays=15/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> 6E2ANUZhVWOXDgAA6RUn+A Saved)","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/lmtp[618]: 864E641EF3: to=<danieltay@pmcmail.org>, relay=dovecot[fd4d:6169:6c63:6f77::4]:24, delay=15, delays=15/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> 6E2ANUZhVWOXDgAA6RUn+A Saved)","128,366","SMTP_LOG","SMTP_LOG","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/lmtp[618]: 864E641EF3: to=<danieltay@pmcmail.org>, relay=dovecot[fd4d:6169:6c63:6f77::4]:24, delay=15, delays=15/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> 6E2ANUZhVWOXDgAA6RUn+A Saved)","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/lmtp[618]: 864E641EF3: to=<danieltay@pmcmail.org>, relay=dovecot[fd4d:6169:6c63:6f77::4]:24, delay=15, delays=15/0.01/0/0.02, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> 6E2ANUZhVWOXDgAA6RUn+A Saved)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:44:06.885",1,1,7tGEBYQBimM9HJ8cDIrt,"smtp-2022.10.23","-","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","128,092","SMTP_LOG","SMTP_LOG","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:44:06.884",1,1,7dGEBYQBimM9HJ8cDIrt,"smtp-2022.10.23","-","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: from=<danieltay@pmcmail.org>, size=1049, nrcpt=1 (queue active)","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: from=<danieltay@pmcmail.org>, size=1049, nrcpt=1 (queue active)","127,888","SMTP_LOG","SMTP_LOG","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: from=<danieltay@pmcmail.org>, size=1049, nrcpt=1 (queue active)","Oct 23 15:44:06 5a6cfb7a7ed3 postfix/qmgr[343]: 864E641EF3: from=<danieltay@pmcmail.org>, size=1049, nrcpt=1 (queue active)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:43:54.552",1,1,0tGDBYQBimM9HJ8c0Yro,"smtp-2022.10.23","-","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: message-id=<>","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: message-id=<>","127,731","SMTP_LOG","SMTP_LOG","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: message-id=<>","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: message-id=<>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:43:54.552",1,1,1NGDBYQBimM9HJ8c0Yrr,"smtp-2022.10.23","-","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 864E641EF3??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:43:51 +0000 (UTC)","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 864E641EF3??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:43:51 +0000 (UTC)","126,992","SMTP_LOG","SMTP_LOG","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 864E641EF3??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:43:51 +0000 (UTC)","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/cleanup[614]: 864E641EF3: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 864E641EF3??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:43:51 +0000 (UTC)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:43:54.550",1,1,1dGDBYQBimM9HJ8c0Yrr,"smtp-2022.10.23","-","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: 864E641EF3: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: 864E641EF3: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","126,712","SMTP_LOG","SMTP_LOG","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: 864E641EF3: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: 864E641EF3: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:43:54.544",1,1,0dGDBYQBimM9HJ8c0Yro,"smtp-2022.10.23","-","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known","126,470","SMTP_LOG","SMTP_LOG","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known","Oct 23 15:43:54 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:43:51.378",1,1,ztGDBYQBimM9HJ8czooD,"smtp-2022.10.23","-","Oct 23 15:43:51 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 15:43:51 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","126,252","SMTP_LOG","SMTP_LOG","Oct 23 15:43:51 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 15:43:51 5a6cfb7a7ed3 postfix/sogo/smtpd[612]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:36.343",1,1,"_tFpBYQBimM9HJ8c5oOr","smtp-2022.10.23","-","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: removed","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: removed","126,114","SMTP_LOG","SMTP_LOG","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: removed","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: removed",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:36.343",1,1,ANFpBYQBimM9HJ8c5oSr,"smtp-2022.10.23","-","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/lmtp[547]: 79CDF45781: to=<danieltay@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=3.9, delays=3.9/0.01/0/0.03, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> eO/LEphaVWPHCQAA6RUn+A Saved)","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/lmtp[547]: 79CDF45781: to=<danieltay@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=3.9, delays=3.9/0.01/0/0.03, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> eO/LEphaVWPHCQAA6RUn+A Saved)","125,781","SMTP_LOG","SMTP_LOG","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/lmtp[547]: 79CDF45781: to=<danieltay@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=3.9, delays=3.9/0.01/0/0.03, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> eO/LEphaVWPHCQAA6RUn+A Saved)","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/lmtp[547]: 79CDF45781: to=<danieltay@pmcmail.org>, relay=dovecot[172.22.1.250]:24, delay=3.9, delays=3.9/0.01/0/0.03, dsn=2.0.0, status=sent (250 2.0.0 <danieltay@pmcmail.org> eO/LEphaVWPHCQAA6RUn+A Saved)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:36.302",1,1,AdFpBYQBimM9HJ8c5oSy,"smtp-2022.10.23","-","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: from=<danieltay@pmcmail.org>, size=1045, nrcpt=1 (queue active)","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: from=<danieltay@pmcmail.org>, size=1045, nrcpt=1 (queue active)","125,577","SMTP_LOG","SMTP_LOG","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: from=<danieltay@pmcmail.org>, size=1045, nrcpt=1 (queue active)","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/qmgr[343]: 79CDF45781: from=<danieltay@pmcmail.org>, size=1045, nrcpt=1 (queue active)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:36.297",1,1,"_dFpBYQBimM9HJ8c5oOr","smtp-2022.10.23","-","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","125,303","SMTP_LOG","SMTP_LOG","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6","Oct 23 15:15:36 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: disconnect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248] ehlo=1 auth=1 mail=1 rcpt=1 data=1 quit=1 commands=6",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:32.501",1,1,2dFpBYQBimM9HJ8c2oP5,"smtp-2022.10.23","-","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 79CDF45781??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:15:32 +0000 (UTC)","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 79CDF45781??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:15:32 +0000 (UTC)","124,407","SMTP_LOG","SMTP_LOG","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 79CDF45781??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:15:32 +0000 (UTC)","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: replace: header Received: from 0e58ee347491 (mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network [172.22.1.248])??(Authenticated sender: danieltay@pmcmail.org)??by mail.ubuntu.local (Postcow) with ESMT from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]; from=<danieltay@pmcmail.org> to=<danieltay@pmcmail.org> proto=ESMTP helo=<0e58ee347491>: Received: from [127.0.0.1] (localhost [127.0.0.1]) by localhost (Mailerdaemon) with ESMTPA id 79CDF45781??for <danieltay@pmcmail.org>; Sun, 23 Oct 2022 15:15:32 +0000 (UTC)",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:32.501",1,1,3NFpBYQBimM9HJ8c2oP6,"smtp-2022.10.23","-","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: message-id=<>","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: message-id=<>","125,146","SMTP_LOG","SMTP_LOG","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: message-id=<>","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/cleanup[546]: 79CDF45781: message-id=<>",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:32.499",1,1,2tFpBYQBimM9HJ8c2oP6,"smtp-2022.10.23","-","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: 79CDF45781: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: 79CDF45781: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","124,127","SMTP_LOG","SMTP_LOG","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: 79CDF45781: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: 79CDF45781: client=mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248], sasl_method=PLAIN, sasl_username=danieltay@pmcmail.org",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:32.491",1,1,29FpBYQBimM9HJ8c2oP6,"smtp-2022.10.23","-","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known","123,885","SMTP_LOG","SMTP_LOG","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: warning: Unable to look up MX host pmcmail.org for Recipient address danieltay@pmcmail.org: Name or service not known",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:15:32.359",1,1,2NFpBYQBimM9HJ8c2oP5,"smtp-2022.10.23","-","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","123,667","SMTP_LOG","SMTP_LOG","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]","Oct 23 15:15:32 5a6cfb7a7ed3 postfix/sogo/smtpd[543]: connect from mailcowdockerized-sogo-mailcow-1.mailcowdockerized_mailcow-network[172.22.1.248]",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:07:58.109",1,1,"SNFiBYQBimM9HJ8c_nti","smtp-2022.10.23","-","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 15:04:37","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 15:04:37","123,103","SMTP_LOG","SMTP_LOG","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 15:04:37","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max connection rate 4/60s for (smtpd:192.168.0.3) at Oct 23 15:04:37",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
"Oct 23, 2022 @ 08:07:58.109",1,1,"StFiBYQBimM9HJ8c_nti","smtp-2022.10.23","-","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max cache size 3 at Oct 23 15:01:53","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max cache size 3 at Oct 23 15:01:53","123,500","SMTP_LOG","SMTP_LOG","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max cache size 3 at Oct 23 15:01:53","Oct 23 15:07:58 5a6cfb7a7ed3 postfix/anvil[444]: statistics: max cache size 3 at Oct 23 15:01:53",stdout,stdout,"beats_input_codec_plain_applied","beats_input_codec_plain_applied"
